DUID,STATIONID,REGIONID,PARTICIPANTID,DUIDNAME,STATIONNAME,PARTICIPANTNAME,CONNECTIONPOINTID,DISPATCHTYPE,STARTTYPE,VOLTLEVEL,REGISTEREDCAPACITY,AGCCAPABILITY,MAXCAPACITY,NORMALLYONFLAG,PHYSICALDETAILSFLAG,SPINNINGRESERVEFLAG,TRANSMISSIONLOSSFACTOR,STARTDATE,ENDDATE,COMMENCEDDATE,FIRSTDISPATCHDATE,TYPE,DESCRIPTION,MMS_ACTIVE,MMS_STARTDATE,MMS_ENDDATE,INTERMITTENTFLAG,FUELTYPE,COOLINGTYPE,COOLINGTYPE_COMMENT,CLASSIFICATIONID,TECHNOLOGYTYPE,THERMAL_EFFICIENCY_FACTOR,EMISSION_INTENSITY_FACTOR,GAS_PIPELINE_ID,OWNERSHIP_TYPE,OWNERSHIP_DESC,OWNERSHIP_LASTCHANGED,SCHEDULE_TYPE,MAXRATEOFCHANGEUP,MAXRATEOFCHANGEDOWN,MINIMUMLOAD_LEVEL,RETIRED_MOTHBALLED,SUBREGION,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,MAX_RAMP_RATE_UP,MAX_RAMP_RATE_DOWN,IS_AGGREGATED
TAHMOOR1,TAHMOOR,NSW1,EDLTT,TAHMOOR WCM GAS PS,Tahmoor Waste Coal Mine Gas Power Station,EDL (TT) Pty Limited,NLP12T,GENERATOR,NOT DISPATCHED,11,7,N,7,,,,0.9999,1/7/2023 00:00,31/12/2999 00:00,1/7/2015 00:00,,,,Y,1/7/2015 00:00,,N,Waste Gas,,,,,,,,,,,NON-SCHEDULED,,,,,,0,0,0,0,
TB2SF1,TB2HYB,SA1,TAILEM,TB2 SOLAR GEN,Tailem Bend 2 Hybrid Project,Vena Energy,STBB1T,GENERATOR,SLOW,132,105,Y,87,,,,1.0079,1/7/2023 00:00,31/12/2999 00:00,28/2/2023 00:00,26/8/2023 14:30,Renewable,,Y,28/2/2023 00:00,,Y,Solar,,,Msemi,PV,,,,Private,Vena Energy,,SEMI-SCHEDULED,,,,,South Eastern,2,2,18,18,0
TB2BL1,TB2HYB,SA1,TAILEM,TB2 BESS LOAD,Tailem Bend 2 Hybrid Renewable Power Station,Tailem Bend II Project Company Pty Ltd ATF Tailem Bend II Project Trust,STBB3T,LOAD,FAST,132,50,Y,41,N,,,1.0079,1/7/2023 00:00,31/12/2999 00:00,28/2/2023 00:00,,,,Y,28/2/2023 00:00,,N,,,,,,,,,,,,SCHEDULED,,,,,,9,9,9,9,1
TB2BG1,TB2HYB,SA1,TAILEM,TB2 BESS GEN,Tailem Bend 2 Hybrid Renewable Power Station,Vena Energy,STBB2T,GENERATOR,FAST,132,50,Y,41,,,,1.0079,1/7/2023 00:00,31/12/2999 00:00,28/2/2023 00:00,,,"<p>JS 17/04/2023: Update UI</p>

<p>https://protect-au.mimecast.com/s/LPAECxngv7U76PZlc8Vjjrs?domain=venaenergy.com.au</p>
",Y,28/2/2023 00:00,,N,Battery,,,MS,Battery,,,,Private,Vena Energy,,SCHEDULED,,,,,South Eastern,9,9,9,9,1
TBSF1,TBSF,SA1,TBSOL,TAILEMBENDSOLARFARM1,Tailem Bend SF1,Vena Energy Services,STBS1T,GENERATOR,SLOW,132,108,N,95,,,,1.003,1/7/2023 00:00,31/12/2999 00:00,5/2/2019 00:00,28/2/2019 12:00,Renewable,,Y,5/2/2019 00:00,,Y,Solar,Nil,,Msemi,PV,,,,,,,SEMI-SCHEDULED,,,,,South Eastern,2,2,19,19,0
TALWA1,TALLAWAR,NSW1,TALL,TALLAWARRA1,Tallawarra,EnergyAustralia,NDT13T,GENERATOR,SLOW,132,440,N,440,,,,0.9856,1/7/2023 00:00,31/12/2999 00:00,17/6/2008 00:00,14/10/2008 07:30,Intermed,,Y,17/6/2008 00:00,,N,Gas,Fresh,,MS,CCGT,6.98,0.46,,Private,EnergyAustralia Tallawarra Pty Ltd,25/9/2009 00:00,SCHEDULED,,,,,Coast,3,3,30,30,0
TALWB1,TALLAWAR,NSW1,TALL,TALLAWARRA B UNIT 1,Tallawarra B,EnergyAustralia,NDTB1T,GENERATOR,FAST,132,320,Y,320,,,,0.9845,10/10/2023 00:00,31/12/2999 00:00,10/10/2023 00:00,,Intermed,"<p>Registered Cap (MW): 320, Full Commercial Use Date: January 2024, Expected Closure Year: 2053</p>

<p>KO 12/10/23</p>
",Y,10/10/2023 00:00,,N,Gas,Fresh,,MS,CCGT,,,,Private,EnergyAustralia Pty Ltd,,SCHEDULED,,,,,Coast,3,3,26,26,0
TVCC201,TVCCPS,TAS1,HYDROTAS,TAMAR VALLEY CC 1,Tamar Valley CCGT,Hydro Tasmania,TTV11A,GENERATOR,SLOW,220,208,Y,208,,,,1,1/7/2023 00:00,31/12/2999 00:00,15/6/2009 00:00,27/6/2009 16:00,Intermed,,Y,15/6/2009 00:00,,N,Gas,Sea,,MS,CCGT,7.28,0.42,,Government,Aurora Energy (Tasmanian Government),25/9/2009 00:00,SCHEDULED,,,69,,Northern,5,5,9,9,1
TVPP104,BBP31,TAS1,HYDROTAS,TAMAR VALLEY  OCGT 4,Tamar Valley GT,Hydro Tasmania,TBB14A,GENERATOR,FAST,110,58,Y,58,,,,0.9968,1/7/2023 00:00,31/12/2999 00:00,31/3/2009 00:00,1/4/2009 12:00,Intermed,,Y,31/3/2009 00:00,,N,Gas,Sea,,MS,OCGT,12.1,0.69,,Government,Aurora Energy (Tasmanian Government),4/9/2012 00:00,SCHEDULED,,,,,Northern,1,1,10,10,0
BBTHREE2,BBP31,TAS1,HYDROTAS,BELLBAY THREE2,Tamar Valley GT,Hydro Tasmania,TBB12,GENERATOR,FAST,110,35,N,49,,,,0.9968,1/7/2023 00:00,31/12/2999 00:00,8/6/2006 00:00,22/8/2006 14:30,Peak,,Y,8/6/2006 00:00,,N,Gas,Air,,MS,OCGT,12.1,0.69,,Government,Aurora Energy Tamar Valley (Tasmanian Government),30/8/2012 00:00,SCHEDULED,,,0,,Northern,1,1,10,10,0
BBTHREE3,BBP31,TAS1,HYDROTAS,BELL BAY THREE 3 ,Tamar Valley GT,Hydro Tasmania,TBB13,GENERATOR,FAST,110,35,N,49,,,,0.9968,1/7/2023 00:00,31/12/2999 00:00,8/6/2006 00:00,19/6/2006 15:00,Peak,,Y,8/6/2006 00:00,,N,Gas,Air,,MS,OCGT,12.1,0.69,,Government,Aurora Energy Tamar Valley (Tasmanian Government),30/8/2012 00:00,SCHEDULED,,,0,,Northern,1,1,10,10,0
BBTHREE1,BBP31,TAS1,HYDROTAS,Bell Bay Three 1,Tamar Valley GT,Hydro Tasmania,TBB11,GENERATOR,FAST,110,35,N,49,,,,0.9968,1/7/2023 00:00,31/12/2999 00:00,8/6/2006 00:00,1/8/2006 14:30,Peak,,Y,8/6/2006 00:00,,N,Gas,Air,,MS,OCGT,12.1,0.69,,Government,Aurora Energy Tamar Valley (Tasmanian Government),30/8/2012 00:00,SCHEDULED,,,0,,Northern,1,1,10,10,0
TARALGA1,TARALGA,NSW1,TARALGA,TARALGA WF,Taralga WF,Taralga Wind Farm ,NMR22T,GENERATOR,SLOW,132,106,N,106,,,,1.0095,1/7/2023 00:00,31/12/2999 00:00,11/12/2014 00:00,22/12/2014 17:00,Renewable,,Y,11/12/2014 00:00,,Y,Wind,Air,,Msemi,Wind,,0,,,,,SEMI-SCHEDULED,,,,,Canberra,3,3,180,180,0
TARONG#2,TARONG,QLD1,STANWELL,TARONG#2 TARONG POWE,Tarong,Stanwell Corporation,QTRN2,GENERATOR,SLOW,275,350,Y,385,,,,0.9707,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,13/12/1998 00:30,Base,,Y,25/10/1998 00:00,,N,Coal-Black,Fresh,,MS,Boiler,9.15,0.86,,Government,Stanwell Corporation (Qld Government),1/7/2011 00:00,SCHEDULED,,,140,,South Western,3,3,77,77,0
TARONG#4,TARONG,QLD1,STANWELL,TARONG#4 TARONG POWE,Tarong,Stanwell Corporation,QTRN4,GENERATOR,SLOW,275,350,Y,385,,,,0.9707,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,13/12/1998 00:30,Base,,Y,25/10/1998 00:00,,N,Coal-Black,Fresh,,MS,Boiler,9.15,0.86,,Government,Stanwell Corporation (Qld Government),1/7/2011 00:00,SCHEDULED,,,140,,South Western,3,3,77,77,0
TARONG#1,TARONG,QLD1,STANWELL,TARONG#1 TARONG POWE,Tarong,Stanwell Corporation,QTRN1,GENERATOR,SLOW,275,350,Y,385,,,,0.9707,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,13/12/1998 00:30,Base,,Y,25/10/1998 00:00,,N,Coal-Black,Fresh,,MS,Boiler,9.15,0.86,,Government,Stanwell Corporation (Qld Government),1/7/2011 00:00,SCHEDULED,,,140,,South Western,3,3,77,77,0
TARNL1,TARONG,QLD1,STANWELL,TARNL1 TARONG,Tarong,Tarong Energy,QTRL,GENERATOR,NOT DISPATCHED,330,25,N,30,,,N,0.9712,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,,,,N,25/10/1998 00:00,6/6/2006 00:00,N,,Fresh,,,,,,,,,,NON-SCHEDULED,,,,,South Western,0,0,,,
TARONG#3,TARONG,QLD1,STANWELL,TARONG#3 TARONG POWE,Tarong,Stanwell Corporation,QTRN3,GENERATOR,SLOW,275,350,Y,385,,,,0.9707,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,13/12/1998 00:30,Base,,Y,25/10/1998 00:00,,N,Coal-Black,Fresh,,MS,Boiler,9.15,0.86,,Government,Stanwell Corporation (Qld Government),1/7/2011 00:00,SCHEDULED,,,140,,South Western,3,3,77,77,0
TNPS1,TARONGN,QLD1,STANWELL,TNPS1 TARONG NORTH,Tarong North,Stanwell Corporation,QTNT,GENERATOR,SLOW,275,443,Y,480,,,,0.9712,1/7/2023 00:00,31/12/2999 00:00,16/9/2002 00:00,8/11/2002 20:00,Base,,Y,16/9/2002 00:00,,N,Coal-Black,Fresh,,MS,Boiler,8.72,0.82,,Government,Stanwell Corporation (Qld Government),1/7/2011 00:00,SCHEDULED,,,117,,South Western,3,3,96,96,0
TARRALEA,TARRALEA,TAS1,HYDROTAS,TARRALEA TARRALEA,Tarralea,Hydro Tasmania,TTA11,GENERATOR,SLOW,110,90,N,94,,,,0.8977,1/7/2023 00:00,31/12/2999 00:00,16/5/2005 00:00,16/5/2005 14:00,Intermed,,Y,16/5/2005 00:00,,N,Hydro,Nil,,MS,Hydro,0,0,,Government,Hydro-Electric corporation (Hydro Tasmania) (owned by Tasmanian Govt),25/9/2009 00:00,SCHEDULED,,,,,Southern,6,6,60,60,1
TATIARA1,TATIARA,SA1,RESPONSE,TATIARA BORDERTOWN 1,Tataria Bordertown,Energy Response,SKET1E,GENERATOR,NOT DISPATCHED,1,1,N,1,,,N,1.0175,1/7/2023 00:00,31/12/2999 00:00,5/11/2010 00:00,,,,Y,5/11/2010 00:00,,N,Diesel,,,MNS,Recip,,,,Private,Enernoc Inc,24/8/2012 00:00,NON-SCHEDULED,,,,,,0,0,,,
TATURA01,TATURA,VIC1,DIAMOND,Tatura Unit 1,Tatura,Diamond Energy,VSHT1,GENERATOR,NOT DISPATCHED,22,1,N,1,,,N,1.041,1/7/2023 00:00,31/12/2999 00:00,21/9/2006 00:00,,,,Y,21/9/2006 00:00,,N,Biomass,,,MNS,,,,,Private,Diamond Energy Pty Ltd,25/9/2009 00:00,NON-SCHEDULED,,,,,,0,0,,,
TEATREE1,TEATREE,SA1,EDLLFGS,TEA TREE LFG UNIT1,Tea Tree Gully Landfill Gas Power Station,EDL LFG (SA) Pty Ltd,SNFD2T,GENERATOR,NOT DISPATCHED,11,1,N,1,,,,1.0042,1/7/2015 00:00,19/5/2016 00:00,1/4/2013 00:00,,,,Y,1/4/2013 00:00,,N,Waste Gas,,,,,,,,,,,NON-SCHEDULED,,,,,,,,,,
SATGN1,SATGN,SA1,ETSAUTIL,TEMP GEN NORTH,Temporary Generation North,SA Power Networks,SPAG1E,GENERATOR,NOT DISPATCHED,66,154,N,154,,,,1.0018,1/7/2021 00:00,25/11/2021 00:00,20/10/2017 00:00,26/10/2017 17:30,Peak,"<p>Temporary generation rented by the SA Government.</p>
<p>Ownership: Power Rental Op Co Australia LLC (trading as APR Energy) - Run by SAPN</p>
<p>Change of registration to non-scheduled on 1 Jan 2019</p>",Y,20/10/2017 00:00,,N,Diesel,Air,,NMNS,OCGT,,,,Government,SA Government,9/11/2017 00:00,NON-SCHEDULED,,,,,Adelaide,0,0,75,75,
SATGS1,SATGS,SA1,INFISAGT,TEMP GEN SOUTH,Temporary Generation South,Infigen Energy,SMVG1L,GENERATOR,FAST,66,123,N,123,,,,1.0021,1/7/2021 00:00,1/5/2022 00:00,20/10/2017 00:00,25/10/2017 20:00,Peak,"<p>Temporary generation rented by the SA Government.</p>
<p>Ownership: Power Rental Op Co Australia LLC (trading as APR Energy) - Run by SAPN</p>
<p>&nbsp;Change from market scheduled to non-market non-scheduled - data as at current 21 January 2019, actual change date unknown</p>
<p>Back to market scheduled 2020 and owned by Infigen</p>",Y,20/10/2017 00:00,,N,Diesel,Air,,MS,OCGT,,,,Private,Infigen Energy,12/11/2020 00:00,SCHEDULED,,,,,Adelaide,4,4,60,60,1
TERALBA,TERALBA,NSW1,ENVIROGN,TERALBA TERALBA POWE,Teralba,Essential Energy,NNEW1,GENERATOR,NOT DISPATCHED,33,3,N,3,,,,0.9917,1/7/2021 00:00,18/11/2021 00:00,25/5/2004 00:00,,,,Y,25/5/2004 00:00,,N,Waste Gas,,,MNS,,,,,Private,Envirogen,24/8/2012 00:00,NON-SCHEDULED,,,,,,0,0,0,0,
TERMSTOR,TERMSTOR,SA1,HYDROSA,TERMSTOR TERMINAL ST,Terminal Storage,Hydro Tasmania,SNFD1,GENERATOR,NOT DISPATCHED,11,2,N,2,,,N,1.0034,1/7/2017 00:00,14/9/2017 00:00,11/9/2003 00:00,,,,Y,11/9/2003 00:00,,N,Hydro,,,MNS,,,,,Government,Hydro Tasmania (TAS Government),25/9/2009 00:00,NON-SCHEDULED,,,,,,0,0,,,
BLUFF1,BLUFF,SA1,TIPSCO,THE BLUFF WIND FARM,The Bluff WF,AGL Energy,SBEL2P,GENERATOR,SLOW,275,53,N,53,,,,0.9508,1/7/2023 00:00,31/12/2999 00:00,5/7/2011 00:00,7/7/2011 04:30,Renewable,,Y,5/7/2011 00:00,,Y,Wind,Air,,Msemi,Wind,0,0,,Private, Eurus Energy (all contracted to AGL Energy),30/8/2012 00:00,SEMI-SCHEDULED,,,0,,Northern,1,1,30,30,0
THEDROP1,THEDROP,NSW1,PACHYDIN,THE DROP HYDRO,The Drop Power Station,Pacific Hydro Investments Pty Ltd,NFNY1D,GENERATOR,NOT DISPATCHED,22,3,N,3,,,,0.9687,1/7/2023 00:00,31/12/2999 00:00,11/3/2013 00:00,,,,Y,11/3/2013 00:00,,N,Hydro,,,,,,,,,,,NON-SCHEDULED,,,,,,0,0,0,0,
TITREE,TITREE,QLD1,VESTTGEN,TI TREE GEN 1,Ti Tree Bioreactor,Veolia Environmental Services,QABM1T,GENERATOR,NOT DISPATCHED,33,2,N,2,,,N,0.9985,1/7/2023 00:00,31/12/2999 00:00,29/10/2008 00:00,,,,Y,29/10/2008 00:00,,N,Biomass,,,,,,,,Private,Veolia Environmental Services,25/9/2009 00:00,NON-SCHEDULED,,,,,,0,0,,,
TIMWEST,TIMWEST,VIC1,ALNTARES,TIMWEST1,Timboon West Wind Farm,Alinta Energy Retail Sales Pty Ltd,VTGT5T,GENERATOR,NOT DISPATCHED,22,7,N,7,,,,0.9933,1/7/2023 00:00,31/12/2999 00:00,9/10/2018 00:00,,,,Y,9/10/2018 00:00,,Y,Wind,,,,,,,,,,,NON-SCHEDULED,,,,,,0,0,0,0,
TOMAGO2,TOMAGO,NSW1,MACQGEN,TOMAGO2 TOMAGO SMELT,Tomago Smelter,Macquarie Generation,NTMG2,LOAD,NOT DISPATCHED,330,220,N,220,Y,,N,0.9918,1/7/2009 00:00,10/9/2009 00:00,1/7/1999 00:00,,,,Y,1/7/1999 00:00,,N,,,,,,,,,,,,NON-SCHEDULED,,,,,,0,0,,,
TOMAGO1,TOMAGO,NSW1,MACQGEN,TOMAGO1 TOMAGO SMELT,Tomago Smelter,Macquarie Generation,NTMG1,LOAD,NOT DISPATCHED,330,220,N,220,Y,,N,0.9918,1/7/2009 00:00,10/9/2009 00:00,1/7/1999 00:00,,,,Y,1/7/1999 00:00,,N,,,,,,,,,,,,NON-SCHEDULED,,,,,,0,0,,,
TOMAGO3,TOMAGO,NSW1,MACQGEN,TOMAGO3 TOMAGO SMELT,Tomago Smelter,Macquarie Generation,NTMG3,LOAD,NOT DISPATCHED,330,220,N,220,Y,,N,0.9918,1/7/2009 00:00,10/9/2009 00:00,1/7/1999 00:00,,,,Y,1/7/1999 00:00,,N,,,,,,,,,,,,NON-SCHEDULED,,,,,,0,0,,,
TOORAWF,TOORAWF,VIC1,TOORAWF,TOORAWF TOORA WIND F,Toora WF,Ratch Australia,VMWT5,GENERATOR,NOT DISPATCHED,66,21,N,21,,,N,0.9825,1/7/2023 00:00,31/12/2999 00:00,9/5/2002 00:00,,Renewable,,Y,9/5/2002 00:00,,N,Wind,Air,,MNS,Wind,,,,Private,RATCH Australia Corporation Limited,24/8/2012 00:00,NON-SCHEDULED,,,0,,,0,0,,,
TORRA2,TORRIS,SA1,TIPSCO,TORRA2 TORRENS ISLAN,Torrens Island,AGL Energy,STSA2,GENERATOR,SLOW,275,120,Y,120,,,,0.9998,1/7/2020 00:00,30/9/2020 00:00,25/10/1998 00:00,14/12/1998 20:30,Intermed,,N,25/10/1998 00:00,30/9/2020 00:00,N,Gas,Sea,,MS,Boiler,12.39,0.87,,Private,AGL Energy,25/9/2009 00:00,SCHEDULED,,,30,RETIRED,Adelaide,3,3,20,20,0
TORRB3,TORRIS,SA1,TIPSCO,TORRB3 TORRENS ISLAN,Torrens Island,AGL Energy,STSB3,GENERATOR,SLOW,275,200,Y,210,,,,0.9997,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,13/12/1998 00:30,Intermed,,Y,25/10/1998 00:00,,N,Gas,Sea,,MS,Boiler,11.4,0.8,,Private,AGL Energy,24/8/2012 00:00,SCHEDULED,,,40,,Adelaide,3,3,20,20,0
TORRB4,TORRIS,SA1,TIPSCO,TORRB4 TORRENS ISLAN,Torrens Island,AGL Energy,STSB4,GENERATOR,SLOW,275,200,Y,210,,,,0.9997,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,13/12/1998 00:30,Intermed,,Y,25/10/1998 00:00,,N,Gas,Sea,,MS,Boiler,11.4,0.8,,Private,AGL Energy,24/8/2012 00:00,SCHEDULED,,,40,,Adelaide,3,3,20,20,0
TORRA3,TORRIS,SA1,TIPSCO,TORRA3 TORRENS ISLAN,Torrens Island,AGL Energy,STSA3,GENERATOR,SLOW,275,120,Y,120,,,,0.9994,1/7/2022 00:00,30/9/2022 00:00,25/10/1998 00:00,13/12/1998 00:30,Intermed,,N,25/10/1998 00:00,30/9/2022 00:00,N,Gas,Sea,,MS,Boiler,12.39,0.87,,Private,AGL Energy,25/9/2009 00:00,SCHEDULED,,,30,RETIRED,Adelaide,3,3,15,15,0
TORRA1,TORRIS,SA1,TIPSCO,TORRA1 TORRENS ISLAN,Torrens Island,AGL Energy,STSA1,GENERATOR,SLOW,275,120,Y,120,,,,0.9999,1/7/2021 00:00,30/9/2021 00:00,25/10/1998 00:00,15/12/1998 07:30,Intermed,,N,25/10/1998 00:00,30/9/2021 00:00,N,Gas,Sea,,MS,Boiler,12.39,0.87,,Private,AGL Energy,25/9/2009 00:00,SCHEDULED,,,30,RETIRED,Adelaide,3,3,20,20,0
TORRA4,TORRIS,SA1,TIPSCO,TORRA4 TORRENS ISLAN,Torrens Island,AGL Energy,STSA4,GENERATOR,SLOW,275,120,Y,120,,,,0.9998,1/7/2020 00:00,30/9/2020 00:00,25/10/1998 00:00,4/1/1999 02:00,Intermed,,N,25/10/1998 00:00,30/9/2020 00:00,N,Gas,Sea,,MS,Boiler,12.39,0.87,,Private,AGL Energy,25/9/2009 00:00,SCHEDULED,,,30,RETIRED,Adelaide,3,3,15,15,0
TORRB2,TORRIS,SA1,TIPSCO,TORRB2 TORRENS ISLAN,Torrens Island,AGL Energy,STSB2,GENERATOR,SLOW,275,200,Y,210,,,,0.9997,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,3/1/1999 08:30,Intermed,,Y,25/10/1998 00:00,,N,Gas,Sea,,MS,Boiler,11.4,0.8,,Private,AGL Energy,24/8/2012 00:00,SCHEDULED,,,40,,Adelaide,3,3,20,20,0
TORNL1,TORRIS,SA1,TIPSCO,TORNL1 TORRENS ISLAN,Torrens Island,AGL Energy,STSYL,GENERATOR,NOT DISPATCHED,275,100,N,100,,,Y,1,1/7/2023 00:00,31/12/2999 00:00,29/11/1998 00:00,,,,N,29/11/1998 00:00,6/6/2006 00:00,N,,Sea,,,,,,,,,,NON-SCHEDULED,,,,,Adelaide,0,0,,,
TORRB1,TORRIS,SA1,TIPSCO,TORRB1 TORRENS ISLAN,Torrens Island,AGL Energy,STSB1,GENERATOR,SLOW,275,200,Y,210,,,,0.9997,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,13/12/1998 00:30,Intermed,,Y,25/10/1998 00:00,,N,Gas,Sea,,MS,Boiler,11.4,0.8,,Private,AGL Energy,24/8/2012 00:00,SCHEDULED,,,40,MOTHBALLED,Adelaide,3,3,20,20,0
TIBG1,TIBESS,SA1,TIPSCO,TORRENS IS BESS GEN,Torrens Island BESS,AGL Energy,STPB1T,GENERATOR,FAST,275,250,Y,250,,,,0.9996,21/11/2023 00:00,31/12/2999 00:00,26/4/2023 00:00,26/4/2023 12:30,Peak,,Y,26/4/2023 00:00,,N,Battery,Air,,MS,Battery,,,,Private,AGL,,SCHEDULED,,,,,Adelaide,50,50,50,50,1
TIBL1,TIBESS,SA1,TIPSCO,TORRENS IS BESS LOAD,Torrens Island BESS,AGL Energy,STPB2T,LOAD,FAST,275,250,Y,250,N,,,0.9997,21/11/2023 00:00,31/12/2999 00:00,26/4/2023 00:00,26/4/2023 12:30,Peak,,Y,26/4/2023 00:00,,N,Battery,,,MS,Battery,,,,Private,AGL,,SCHEDULED,,,,,Adelaide,50,50,50,50,1
TOWER,TOWER,NSW1,EDLGRPOP,TOWER PW PLT UT 1-40,Tower,EDL Group,NLP11T,GENERATOR,NOT DISPATCHED,66,41,N,41,,,,0.9999,1/7/2023 00:00,31/12/2999 00:00,7/1/2010 00:00,,,,Y,7/1/2010 00:00,,N,Waste Gas,,,NMNS,Recip,,,,Private,EDL Group,24/8/2012 00:00,NON-SCHEDULED,,,,,,0,0,0,0,
TGNSS1,TGNSS,VIC1,NOVAPWR,TRARALGON NET SS,Traralgon Network Support Station,Pacific Energy (Peaking Power) Pty Ltd,VMWT1T,GENERATOR,NOT DISPATCHED,22,10,N,10,,,,0.9825,1/7/2023 00:00,31/12/2999 00:00,12/6/2013 00:00,,,,Y,12/6/2013 00:00,,N,Gas,,,,,,,,,,,NON-SCHEDULED,,,,,,0,0,0,0,
TREV_2,TREVALLN,TAS1,HYDROTAS,TREV_2 TREVALLYN,Trevallyn,Hydro Tasmania,TTR17,GENERATOR,NOT DISPATCHED,110,20,Y,21,,,Y,0.9905,1/7/2008 00:00,19/3/2009 00:00,16/5/2005 00:00,,Intermed,,N,16/5/2005 00:00,19/3/2009 00:00,N,,Nil,,,,,,,,,,NON-SCHEDULED,,,,,Northern,0,0,,,
TREV_3,TREVALLN,TAS1,HYDROTAS,TREV_3 TREVALLYN,Trevallyn,Hydro Tasmania,TTR18,GENERATOR,NOT DISPATCHED,110,27,Y,31,,,Y,0.9905,1/7/2008 00:00,19/3/2009 00:00,16/5/2005 00:00,,Intermed,,N,16/5/2005 00:00,19/3/2009 00:00,N,,Nil,,,,,,,,,,NON-SCHEDULED,,,,,Northern,0,0,,,
TREVALLN,TREVALLN,TAS1,HYDROTAS,TREVALLN TREVALLYN,Trevallyn,Hydro Tasmania,TTR11,GENERATOR,SLOW,110,93,Y,107,,,,0.9825,1/7/2023 00:00,31/12/2999 00:00,16/5/2005 00:00,16/5/2005 18:00,Intermed,,Y,16/5/2005 00:00,,N,Hydro,Nil,,MS,Hydro,0,0,,Government,Hydro-Electric corporation (Hydro Tasmania) (owned by Tasmanian Govt),25/9/2009 00:00,SCHEDULED,,,,,Northern,4,4,60,60,1
TREV_1,TREVALLN,TAS1,HYDROTAS,TREV_1 TREVALLYN,Trevallyn,Hydro Tasmania,TTR16,GENERATOR,NOT DISPATCHED,110,20,Y,21,,,Y,0.9905,1/7/2008 00:00,19/3/2009 00:00,16/5/2005 00:00,,Intermed,,N,16/5/2005 00:00,19/3/2009 00:00,N,,Nil,,,,,,,,,,NON-SCHEDULED,,,,,Northern,0,0,,,
TREV_4,TREVALLN,TAS1,HYDROTAS,TREV_4 TREVALLYN,Trevallyn,Hydro Tasmania,TTR19,GENERATOR,NOT DISPATCHED,110,27,Y,31,,,Y,0.9905,1/7/2008 00:00,19/3/2009 00:00,16/5/2005 00:00,,Intermed,,N,16/5/2005 00:00,19/3/2009 00:00,N,,Nil,,,,,,,,,,NON-SCHEDULED,,,,,Northern,0,0,,,
TRIBUTE,TRIBUTE,TAS1,HYDROTAS,TRIBUTE TRIBUTE,Tribute,Hydro Tasmania,TTI11,GENERATOR,SLOW,220,83,Y,92,,,,0.9089,1/7/2023 00:00,31/12/2999 00:00,16/5/2005 00:00,17/5/2005 07:30,Intermed,,Y,16/5/2005 00:00,,N,Hydro,Nil,,MS,Hydro,0,0,,Government,Hydro-Electric corporation (Hydro Tasmania) (owned by Tasmanian Govt),25/9/2009 00:00,SCHEDULED,,,,,Northern,2,2,40,40,0
TRIBNL1,TRIBUTE,TAS1,HYDROTAS,TRIBNL1 TRIBUTE,Tribute,Hydro Tasmania,TNT31,GENERATOR,NOT DISPATCHED,220,25,N,30,,,N,0.9373,1/7/2023 00:00,31/12/2999 00:00,16/5/2005 00:00,,Intermed,,N,16/5/2005 00:00,6/6/2006 00:00,N,,Nil,,,,,,,,,,NON-SCHEDULED,,,,,Northern,0,0,,,
TUMUT3,SNOWY1,NSW1,SNOWY,TUMUT3 TUMUT3,Tumut,Snowy Hydro,NLTS8,GENERATOR,FAST,330,1500,Y,1800,,,,0.908,1/7/2023 00:00,31/12/2999 00:00,22/6/2001 00:00,16/7/2001 08:00,Intermed,,Y,22/6/2001 00:00,,N,Hydro,Nil,,MS,Hydro,0,0,,Government,Snowy Hydro. NSW Govt (58%); Vic Govt (29%); Australian Govt (13%),25/9/2009 00:00,SCHEDULED,,,,,South Western,18,18,600,600,1
SNOWYP,SNOWY,NSW1,SNOWY,SNOWYP SNOWY,Tumut 3,Snowy Hydro,NLTS3,LOAD,SLOW,330,600,N,600,N,,,0.9696,1/7/2023 00:00,31/12/2999 00:00,25/10/1998 00:00,26/2/1999 04:30,,<p>JS: Updated to reflect AEMO's NEM Registration and Exemption List 220311</p>,Y,25/10/1998 00:00,,N,Hydro,,,MS,Hydro,,,,Government,Australian Government,,SCHEDULED,,,,,,9,9,120,120,1
TUMUT1-3,TUMUT1,NSW1,SNOWY,TUMUT1-3 TUMUT1,Tumut1,Snowy Hydro,NUTS13,GENERATOR,NOT DISPATCHED,330,82,N,82,,,,0.9768,1/7/2023 00:00,31/12/2999 00:00,29/11/1998 00:00,,,,N,29/11/1998 00:00,22/6/2001 00:00,N,Hydro,,,MS,,,,,,,,NON-SCHEDULED,,,,,,0,0,,,
